pairId,readerId,questionId,questionText,answer,confidence,timestamp,versionA,versionB
synth-004,reader-critic,engagement,哪个版本更让你想继续读下去？,A,4,2026-06-14T10:03:01.000Z,low-temp,high-temp
synth-004,beta-reader-sim,character,哪个版本的角色更真实可信？,A,3,2026-06-14T10:03:00Z,low-temp,high-temp
synth-004,reader-critic,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:03:01.000Z,low-temp,high-temp
synth-004,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,2,2026-06-14T10:03:00Z,low-temp,high-temp
synth-004,reader-critic,emotion,哪个版本的情感推进更自然？,A,3,2026-06-14T10:03:01.000Z,low-temp,high-temp
synth-004,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,4,2026-06-14T10:03:00Z,low-temp,high-temp
synth-004,reader-critic,clarity,哪个版本的叙事更清晰易懂？,A,3,2026-06-14T10:03:01.000Z,low-temp,high-temp
synth-004,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,3,2026-06-14T10:03:00Z,low-temp,high-temp
synth-004,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:03:01.000Z,low-temp,high-temp
synth-005,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,B,3,2026-06-14T10:04:00Z,default,low-temp
synth-005,reader-critic,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:04:01.000Z,default,low-temp
synth-005,beta-reader-sim,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:04:00Z,default,low-temp
synth-005,reader-critic,character,哪个版本的角色更真实可信？,B,3,2026-06-14T10:04:01.000Z,default,low-temp
synth-005,beta-reader-sim,emotion,哪个版本的情感推进更自然？,tie,3,2026-06-14T10:04:00Z,default,low-temp
synth-005,reader-critic,emotion,哪个版本的情感推进更自然？,tie,2,2026-06-14T10:04:01.000Z,default,low-temp
synth-005,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:04:00Z,default,low-temp
synth-005,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:04:01.000Z,default,low-temp
synth-005,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:04:00Z,default,low-temp
synth-005,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:04:01.000Z,default,low-temp
synth-006,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:05:00Z,high-temp,default
synth-006,reader-critic,engagement,哪个版本更让你想继续读下去？,A,3,2026-06-14T10:05:01.000Z,high-temp,default
synth-006,beta-reader-sim,character,哪个版本的角色更真实可信？,A,3,2026-06-14T10:05:00Z,high-temp,default
synth-006,reader-critic,character,哪个版本的角色更真实可信？,A,4,2026-06-14T10:05:01.000Z,high-temp,default
synth-006,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,3,2026-06-14T10:05:00Z,high-temp,default
synth-006,reader-critic,emotion,哪个版本的情感推进更自然？,B,4,2026-06-14T10:05:01.000Z,high-temp,default
synth-006,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:05:00Z,high-temp,default
synth-006,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,2,2026-06-14T10:05:01.000Z,high-temp,default
synth-006,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:05:00Z,high-temp,default
synth-006,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,3,2026-06-14T10:05:01.000Z,high-temp,default
synth-007,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,3,2026-06-14T10:06:00Z,low-temp,default
synth-007,reader-critic,engagement,哪个版本更让你想继续读下去？,A,2,2026-06-14T10:06:01.000Z,low-temp,default
synth-007,beta-reader-sim,character,哪个版本的角色更真实可信？,A,3,2026-06-14T10:06:00Z,low-temp,default
synth-007,reader-critic,character,哪个版本的角色更真实可信？,A,2,2026-06-14T10:06:01.000Z,low-temp,default
synth-007,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,4,2026-06-14T10:06:00Z,low-temp,default
synth-007,reader-critic,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:06:01.000Z,low-temp,default
synth-007,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,3,2026-06-14T10:06:00Z,low-temp,default
synth-007,reader-critic,clarity,哪个版本的叙事更清晰易懂？,A,4,2026-06-14T10:06:01.000Z,low-temp,default
synth-007,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,tie,2,2026-06-14T10:06:00Z,low-temp,default
synth-007,reader-critic,expectation,哪个版本让你对后续发展更期待？,tie,3,2026-06-14T10:06:01.000Z,low-temp,default
synth-008,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:07:00Z,default,high-temp
synth-008,reader-critic,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:07:01.000Z,default,high-temp
synth-008,beta-reader-sim,character,哪个版本的角色更真实可信？,B,3,2026-06-14T10:07:00Z,default,high-temp
synth-008,reader-critic,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:07:01.000Z,default,high-temp
synth-008,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,3,2026-06-14T10:07:00Z,default,high-temp
synth-008,reader-critic,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:07:01.000Z,default,high-temp
synth-008,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,4,2026-06-14T10:07:00Z,default,high-temp
synth-008,reader-critic,clarity,哪个版本的叙事更清晰易懂？,A,4,2026-06-14T10:07:01.000Z,default,high-temp
synth-008,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,3,2026-06-14T10:07:00Z,default,high-temp
synth-008,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,2,2026-06-14T10:07:01.000Z,default,high-temp
synth-009,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,2,2026-06-14T10:08:00Z,high-temp,low-temp
synth-009,reader-critic,engagement,哪个版本更让你想继续读下去？,A,3,2026-06-14T10:08:01.000Z,high-temp,low-temp
synth-009,beta-reader-sim,character,哪个版本的角色更真实可信？,tie,3,2026-06-14T10:08:00Z,high-temp,low-temp
synth-009,reader-critic,character,哪个版本的角色更真实可信？,tie,2,2026-06-14T10:08:01.000Z,high-temp,low-temp
synth-009,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,3,2026-06-14T10:08:00Z,high-temp,low-temp
synth-009,reader-critic,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:08:01.000Z,high-temp,low-temp
synth-009,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,3,2026-06-14T10:08:00Z,high-temp,low-temp
synth-009,reader-critic,clarity,哪个版本的叙事更清晰易懂？,A,2,2026-06-14T10:08:01.000Z,high-temp,low-temp
synth-009,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,3,2026-06-14T10:08:00Z,high-temp,low-temp
synth-009,reader-critic,expectation,哪个版本让你对后续发展更期待？,A,2,2026-06-14T10:08:01.000Z,high-temp,low-temp
synth-010,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:09:00Z,low-temp,high-temp
synth-010,reader-critic,engagement,哪个版本更让你想继续读下去？,B,3,2026-06-14T10:09:01.000Z,low-temp,high-temp
synth-010,beta-reader-sim,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:09:00Z,low-temp,high-temp
synth-010,reader-critic,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:09:01.000Z,low-temp,high-temp
synth-010,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,3,2026-06-14T10:09:00Z,low-temp,high-temp
synth-010,reader-critic,emotion,哪个版本的情感推进更自然？,A,2,2026-06-14T10:09:01.000Z,low-temp,high-temp
synth-010,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:09:00Z,low-temp,high-temp
synth-010,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:09:01.000Z,low-temp,high-temp
synth-010,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,3,2026-06-14T10:09:00Z,low-temp,high-temp
synth-010,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:09:01.000Z,low-temp,high-temp
synth-011,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,B,3,2026-06-14T10:10:00Z,default,low-temp
synth-011,reader-critic,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:10:01.000Z,default,low-temp
synth-011,beta-reader-sim,character,哪个版本的角色更真实可信？,A,3,2026-06-14T10:10:00Z,default,low-temp
synth-011,reader-critic,character,哪个版本的角色更真实可信？,A,4,2026-06-14T10:10:01.000Z,default,low-temp
synth-011,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,4,2026-06-14T10:10:00Z,default,low-temp
synth-011,reader-critic,emotion,哪个版本的情感推进更自然？,A,3,2026-06-14T10:10:01.000Z,default,low-temp
synth-011,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:10:00Z,default,low-temp
synth-011,reader-critic,clarity,哪个版本的叙事更清晰易懂？,A,2,2026-06-14T10:10:01.000Z,default,low-temp
synth-011,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,3,2026-06-14T10:10:00Z,default,low-temp
synth-011,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,2,2026-06-14T10:10:01.000Z,default,low-temp
synth-012,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,4,2026-06-14T10:11:00Z,high-temp,default
synth-012,reader-critic,engagement,哪个版本更让你想继续读下去？,A,3,2026-06-14T10:11:01.000Z,high-temp,default
synth-012,beta-reader-sim,character,哪个版本的角色更真实可信？,A,3,2026-06-14T10:11:00Z,high-temp,default
synth-012,reader-critic,character,哪个版本的角色更真实可信？,A,4,2026-06-14T10:11:01.000Z,high-temp,default
synth-012,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,3,2026-06-14T10:11:00Z,high-temp,default
synth-012,reader-critic,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:11:01.000Z,high-temp,default
synth-012,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,3,2026-06-14T10:11:00Z,high-temp,default
synth-012,reader-critic,clarity,哪个版本的叙事更清晰易懂？,A,4,2026-06-14T10:11:01.000Z,high-temp,default
synth-012,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,tie,2,2026-06-14T10:11:00Z,high-temp,default
synth-012,reader-critic,expectation,哪个版本让你对后续发展更期待？,tie,3,2026-06-14T10:11:01.000Z,high-temp,default
synth-013,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,tie,2,2026-06-14T10:13:00.000Z,low-temp,default
synth-013,reader-critic,engagement,哪个版本更让你想继续读下去？,tie,1,2026-06-14T10:13:01.000Z,low-temp,default
synth-013,beta-reader-sim,character,哪个版本的角色更真实可信？,A,4,2026-06-14T10:13:00.000Z,low-temp,default
synth-013,reader-critic,character,哪个版本的角色更真实可信？,A,3,2026-06-14T10:13:01.000Z,low-temp,default
synth-013,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:13:00.000Z,low-temp,default
synth-013,reader-critic,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:13:01.000Z,low-temp,default
synth-013,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,4,2026-06-14T10:13:00.000Z,low-temp,default
synth-013,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:13:01.000Z,low-temp,default
synth-013,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:13:00.000Z,low-temp,default
synth-013,reader-critic,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:13:01.000Z,low-temp,default
synth-014,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,tie,3,2026-06-14T10:14:00.000Z,high-temp,default
synth-014,reader-critic,engagement,哪个版本更让你想继续读下去？,tie,2,2026-06-14T10:14:01.000Z,high-temp,default
synth-014,beta-reader-sim,character,哪个版本的角色更真实可信？,B,3,2026-06-14T10:14:00.000Z,high-temp,default
synth-014,reader-critic,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:14:01.000Z,high-temp,default
synth-014,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,4,2026-06-14T10:14:00.000Z,high-temp,default
synth-014,reader-critic,emotion,哪个版本的情感推进更自然？,B,4,2026-06-14T10:14:01.000Z,high-temp,default
synth-014,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:14:00.000Z,high-temp,default
synth-014,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:14:01.000Z,high-temp,default
synth-014,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,tie,3,2026-06-14T10:14:00.000Z,high-temp,default
synth-014,reader-critic,expectation,哪个版本让你对后续发展更期待？,tie,4,2026-06-14T10:14:01.000Z,high-temp,default
synth-015,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,B,3,2026-06-14T10:15:00.000Z,high-temp,low-temp
synth-015,reader-critic,engagement,哪个版本更让你想继续读下去？,B,2,2026-06-14T10:15:01.000Z,high-temp,low-temp
synth-015,beta-reader-sim,character,哪个版本的角色更真实可信？,A,4,2026-06-14T10:15:00.000Z,high-temp,low-temp
synth-015,reader-critic,character,哪个版本的角色更真实可信？,B,3,2026-06-14T10:15:01.000Z,high-temp,low-temp
synth-015,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,3,2026-06-14T10:15:00.000Z,high-temp,low-temp
synth-015,reader-critic,emotion,哪个版本的情感推进更自然？,A,2,2026-06-14T10:15:01.000Z,high-temp,low-temp
synth-015,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,tie,3,2026-06-14T10:15:00.000Z,high-temp,low-temp
synth-015,reader-critic,clarity,哪个版本的叙事更清晰易懂？,tie,4,2026-06-14T10:15:01.000Z,high-temp,low-temp
synth-015,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:15:00.000Z,high-temp,low-temp
synth-015,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,3,2026-06-14T10:15:01.000Z,high-temp,low-temp
synth-016,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,tie,3,2026-06-14T10:16:00.000Z,default,low-temp
synth-016,reader-critic,engagement,哪个版本更让你想继续读下去？,tie,4,2026-06-14T10:16:01.000Z,default,low-temp
synth-016,beta-reader-sim,character,哪个版本的角色更真实可信？,A,3,2026-06-14T10:16:00.000Z,default,low-temp
synth-016,reader-critic,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:16:01.000Z,default,low-temp
synth-016,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:16:00.000Z,default,low-temp
synth-016,reader-critic,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:16:01.000Z,default,low-temp
synth-016,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:16:00.000Z,default,low-temp
synth-016,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:16:01.000Z,default,low-temp
synth-016,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:16:00.000Z,default,low-temp
synth-016,reader-critic,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:16:01.000Z,default,low-temp
synth-017,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,4,2026-06-14T10:17:00.000Z,default,high-temp
synth-017,reader-critic,engagement,哪个版本更让你想继续读下去？,A,4,2026-06-14T10:17:01.000Z,default,high-temp
synth-017,beta-reader-sim,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:17:00.000Z,default,high-temp
synth-017,reader-critic,character,哪个版本的角色更真实可信？,B,3,2026-06-14T10:17:01.000Z,default,high-temp
synth-017,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,3,2026-06-14T10:17:00.000Z,default,high-temp
synth-017,reader-critic,emotion,哪个版本的情感推进更自然？,B,2,2026-06-14T10:17:01.000Z,default,high-temp
synth-017,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:17:00.000Z,default,high-temp
synth-017,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,2,2026-06-14T10:17:01.000Z,default,high-temp
synth-017,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:17:00.000Z,default,high-temp
synth-017,reader-critic,expectation,哪个版本让你对后续发展更期待？,A,3,2026-06-14T10:17:01.000Z,default,high-temp
synth-018,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,4,2026-06-14T10:18:00.000Z,low-temp,high-temp
synth-018,reader-critic,engagement,哪个版本更让你想继续读下去？,A,4,2026-06-14T10:18:01.000Z,low-temp,high-temp
synth-018,beta-reader-sim,character,哪个版本的角色更真实可信？,tie,2,2026-06-14T10:18:00.000Z,low-temp,high-temp
synth-018,reader-critic,character,哪个版本的角色更真实可信？,tie,1,2026-06-14T10:18:01.000Z,low-temp,high-temp
synth-018,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,4,2026-06-14T10:18:00.000Z,low-temp,high-temp
synth-018,reader-critic,emotion,哪个版本的情感推进更自然？,B,4,2026-06-14T10:18:01.000Z,low-temp,high-temp
synth-018,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:18:00.000Z,low-temp,high-temp
synth-018,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:18:01.000Z,low-temp,high-temp
synth-018,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,tie,2,2026-06-14T10:18:00.000Z,low-temp,high-temp
synth-018,reader-critic,expectation,哪个版本让你对后续发展更期待？,tie,3,2026-06-14T10:18:01.000Z,low-temp,high-temp
synth-019,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,B,3,2026-06-14T10:19:00.000Z,low-temp,default
synth-019,reader-critic,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:19:01.000Z,low-temp,default
synth-019,beta-reader-sim,character,哪个版本的角色更真实可信？,A,4,2026-06-14T10:19:00.000Z,low-temp,default
synth-019,reader-critic,character,哪个版本的角色更真实可信？,B,4,2026-06-14T10:19:01.000Z,low-temp,default
synth-019,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:19:00.000Z,low-temp,default
synth-019,reader-critic,emotion,哪个版本的情感推进更自然？,A,3,2026-06-14T10:19:01.000Z,low-temp,default
synth-019,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:19:00.000Z,low-temp,default
synth-019,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,2,2026-06-14T10:19:01.000Z,low-temp,default
synth-019,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:19:00.000Z,low-temp,default
synth-019,reader-critic,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:19:01.000Z,low-temp,default
synth-020,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:20:00.000Z,high-temp,default
synth-020,reader-critic,engagement,哪个版本更让你想继续读下去？,B,3,2026-06-14T10:20:01.000Z,high-temp,default
synth-020,beta-reader-sim,character,哪个版本的角色更真实可信？,A,4,2026-06-14T10:20:00.000Z,high-temp,default
synth-020,reader-critic,character,哪个版本的角色更真实可信？,A,3,2026-06-14T10:20:01.000Z,high-temp,default
synth-020,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:20:00.000Z,high-temp,default
synth-020,reader-critic,emotion,哪个版本的情感推进更自然？,B,3,2026-06-14T10:20:01.000Z,high-temp,default
synth-020,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,3,2026-06-14T10:20:00.000Z,high-temp,default
synth-020,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:20:01.000Z,high-temp,default
synth-020,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:20:00.000Z,high-temp,default
synth-020,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:20:01.000Z,high-temp,default
synth-021,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,3,2026-06-14T10:21:00.000Z,high-temp,low-temp
synth-021,reader-critic,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:21:01.000Z,high-temp,low-temp
synth-021,beta-reader-sim,character,哪个版本的角色更真实可信？,B,3,2026-06-14T10:21:00.000Z,high-temp,low-temp
synth-021,reader-critic,character,哪个版本的角色更真实可信？,B,2,2026-06-14T10:21:01.000Z,high-temp,low-temp
synth-021,beta-reader-sim,emotion,哪个版本的情感推进更自然？,B,3,2026-06-14T10:21:00.000Z,high-temp,low-temp
synth-021,reader-critic,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:21:01.000Z,high-temp,low-temp
synth-021,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,3,2026-06-14T10:21:00.000Z,high-temp,low-temp
synth-021,reader-critic,clarity,哪个版本的叙事更清晰易懂？,A,4,2026-06-14T10:21:01.000Z,high-temp,low-temp
synth-021,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,3,2026-06-14T10:21:00.000Z,high-temp,low-temp
synth-021,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,4,2026-06-14T10:21:01.000Z,high-temp,low-temp
synth-022,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,B,3,2026-06-14T10:22:00.000Z,default,low-temp
synth-022,reader-critic,engagement,哪个版本更让你想继续读下去？,B,2,2026-06-14T10:22:01.000Z,default,low-temp
synth-022,beta-reader-sim,character,哪个版本的角色更真实可信？,A,4,2026-06-14T10:22:00.000Z,default,low-temp
synth-022,reader-critic,character,哪个版本的角色更真实可信？,A,4,2026-06-14T10:22:01.000Z,default,low-temp
synth-022,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:22:00.000Z,default,low-temp
synth-022,reader-critic,emotion,哪个版本的情感推进更自然？,A,3,2026-06-14T10:22:01.000Z,default,low-temp
synth-022,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:22:00.000Z,default,low-temp
synth-022,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:22:01.000Z,default,low-temp
synth-022,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,B,3,2026-06-14T10:22:00.000Z,default,low-temp
synth-022,reader-critic,expectation,哪个版本让你对后续发展更期待？,B,2,2026-06-14T10:22:01.000Z,default,low-temp
synth-023,beta-reader-sim,engagement,哪个版本更让你想继续读下去？,A,3,2026-06-14T10:23:00.000Z,default,high-temp
synth-023,reader-critic,engagement,哪个版本更让你想继续读下去？,B,4,2026-06-14T10:23:01.000Z,default,high-temp
synth-023,beta-reader-sim,character,哪个版本的角色更真实可信？,B,3,2026-06-14T10:23:00.000Z,default,high-temp
synth-023,reader-critic,character,哪个版本的角色更真实可信？,B,2,2026-06-14T10:23:01.000Z,default,high-temp
synth-023,beta-reader-sim,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:23:00.000Z,default,high-temp
synth-023,reader-critic,emotion,哪个版本的情感推进更自然？,A,4,2026-06-14T10:23:01.000Z,default,high-temp
synth-023,beta-reader-sim,clarity,哪个版本的叙事更清晰易懂？,A,3,2026-06-14T10:23:00.000Z,default,high-temp
synth-023,reader-critic,clarity,哪个版本的叙事更清晰易懂？,B,4,2026-06-14T10:23:01.000Z,default,high-temp
synth-023,beta-reader-sim,expectation,哪个版本让你对后续发展更期待？,A,4,2026-06-14T10:23:00.000Z,default,high-temp
